Date,City,State
4/12/17 7:10,Malibu,CA
4/12/17 7:16,New York,New York
4/12/17 8:00,New York,NY
4/12/17 8:27,Boston,MA
4/12/17 9:05,Venice Beach,CA
4/12/17 9:15,Adelphi,MD
4/12/17 9:18,Brooklyn,NY
4/12/17 9:39,New York,NY
4/12/17 9:41,Langley Park,MD
4/12/17 10:03,East Orange,NJ
4/12/17 10:26,New York,NY
4/12/17 12:18,Berkeley,CA
4/12/17 12:52,Milwaukee,Wisconsin
4/12/17 13:32,Milwaukee,WI
4/12/17 14:11,Seattle,WA
4/12/17 14:56,Ogden,UT
4/12/17 15:12,Milwaukee,WI
4/12/17 15:27,Milwaukee,WI
4/12/17 20:33,Milwaukee,WI
4/12/17 20:56,San Francisco,CA
4/12/17 22:22,Los Angeles,CA
4/13/17 4:30,Pearland,TX
4/13/17 5:45,Lehigh Valley,PA
4/13/17 5:56,Rockville,MD
4/13/17 6:52,Phoenix,AZ
4/13/17 7:15,Beaumont,tx
4/13/17 7:48,Renton,Washington
4/13/17 8:11,Whippany,NJ
4/13/17 8:45,Mount Clemens,MI
4/13/17 9:06,San Leandro,CA
4/13/17 10:03,Queens,NY
4/13/17 10:09,Queens,NY
4/13/17 10:15,Oakton,Virginia
4/13/17 10:43,Washington,DC
4/13/17 11:38,Adelphi,MD
4/13/17 12:02,Leawood,KS
4/13/17 12:07,Kent,Washington
4/13/17 12:07,Bayside,New York
4/13/17 12:18,San Antonio,TX
4/13/17 12:34,Philadelphia,PA
4/13/17 13:03,New York,NY
4/13/17 16:26,Renton,Washington
4/13/17 19:48,Washington,DC
4/13/17 23:01,Seattle,WA
4/14/17 0:07,Columbus,IN
4/14/17 0:52,Lincoln,NE
4/14/17 2:56,New York,New York
4/14/17 3:30,Providence,RI
4/14/17 7:15,Santa Monica,CA
4/14/17 7:26,New York,NY
4/14/17 8:23,Sioux Falls,SD
4/14/17 8:33,Waukesha,WI
4/14/17 9:18,Metamora,IL
4/14/17 9:52,Cambridge,MA
4/14/17 9:52,New York,NY
4/14/17 10:19,Milwaukee,WI
4/14/17 10:26,West Hollywood,CA
4/14/17 10:26,Portland,Oregon
4/14/17 10:42,New York,NY
4/14/17 11:22,New York,NY
4/14/17 12:07,Phoenix,AZ
4/14/17 12:07,New York,NY
4/14/17 13:01,Milwaukee,WI
4/14/17 13:03,Macon,Georgia
4/14/17 13:26,Dearbom,MI
4/14/17 13:27,Indianapolis,IN
4/14/17 13:29,Indianapolis,IN
4/14/17 13:31,Baltimore,MD
4/14/17 14:00,Venice Beach,CA
4/14/17 15:30,New Providence,New Jersey
4/14/17 15:44,New York,New York
4/14/17 16:14,Santa Barbara,CA
4/14/17 16:15,Santa Monica,CA
4/14/17 16:41,New York,New York
4/14/17 16:48,Portland,ME
4/14/17 16:59,Santa Barbara,CA
4/14/17 16:59,Macon,Georgia
4/14/17 17:11,Portland,OR
4/14/17 19:48,Santa Barbara,CA
4/14/17 23:00,Altadena,California
4/14/17 23:56,Columbus,GA
4/15/17 7:14,Bellevue,WA
4/15/17 9:40,New York,NY
4/15/17 10:37,Phoenix,AZ
4/15/17 10:48,Laredo,TX
4/15/17 11:33,Palm Beach,FL
4/15/17 12:41,Washington,DC
4/15/17 14:11,Galatia,IL
4/15/17 17:15,Madison,WI
4/15/17 19:26,Santa Barbara,California
4/15/17 21:30,San Francisco,CA
4/15/17 23:00,San Diego,CA
4/16/17 5:11,Tacoma,WA
4/16/17 5:15,Belleville,IL
4/16/17 5:56,Rochester,NY
4/16/17 6:25,Glens Falls,NY
4/16/17 8:33,Winston-Salem,NC
4/16/17 8:43,Philadelphia,PA
4/16/17 8:43,Philadelphia,PA
4/16/17 8:45,Fremont,NE
4/16/17 10:37,San Diego,CA
4/16/17 10:59,San Diego,CA
4/16/17 11:13,San Leandro,CA
4/16/17 11:59,San Diego,California
4/16/17 12:18,San Diego,CA
4/16/17 12:18,San Diego,CA
4/16/17 13:16,New York,NY
4/16/17 16:26,New York,NY
4/16/17 23:55,Bakersfield,CA
4/17/17 2:45,Washington,DC
4/17/17 3:41,Buffalo,NY
4/17/17 5:22,Salisbury,MD
4/17/17 5:22,West Palm Beach,FL
4/17/17 7:26,Tampa,FL
4/17/17 7:48,New York,NY
4/17/17 12:52,New York,NY
4/17/17 14:45,New York,NY
4/17/17 16:37,Sonoma,CA
4/17/17 16:48,San Francisco,CA
4/17/17 23:33,San Diego,CA
4/18/17 7:33,Cleveland,OH
4/18/17 8:11,New York,New York
4/18/17 11:56,Los Angeles,CA
4/18/17 13:37,Madison,WI
4/18/17 13:41,Allentown,PA
4/18/17 14:35,Hartford,CT
4/18/17 15:43,Milwaukee,WI
4/18/17 19:15,Philadelphia,PA
4/18/17 21:18,New York,NY
4/19/17 2:22,New York City,New York
4/19/17 6:18,Washington,DC
4/19/17 6:41,Colorado Springs,Colorado
4/19/17 8:36,New Bern,NC
4/19/17 10:37,Atlanta,GA
4/19/17 10:48,Bozeman,MT
4/19/17 12:30,Corpus Christi,Texas
4/19/17 12:30,Columbia,SC
4/19/17 12:30,Lafayette,LA
4/19/17 12:43,Sacramento,CA
4/19/17 14:00,Chester,VA
4/19/17 17:00,Grand Rapids,Michigan
4/19/17 17:32,Atlanta,GA
4/19/17 8:06,Washington,DC
4/19/17 8:11,Atlanta,GA
4/19/17 8:15,Los Angeles,CA
4/19/17 8:28,Gastonia,NC
4/19/17 9:30,Dallas,TX
4/19/17 9:49,San Francisco,CA
4/19/17 10:14,New York,NY
4/19/17 10:27,New York,NY
4/19/17 10:30,Northport,NY
4/19/17 10:44,Atlanta,GA
4/19/17 11:01,Baltimore,MD
4/19/17 11:11,Los Angeles,CA
4/19/17 11:38,New York,New York
4/19/17 11:56,Sacramento,CA
4/19/17 12:16,Los Angeles,CA
4/19/17 12:43,Washington,District of Columbia
4/19/17 12:43,Sacramento,CA
4/19/17 13:17,Modesto,Ca
4/19/17 14:24,San Francisco,CA
4/19/17 15:41,Seattle,Washington
4/19/17 15:57,Sacramento,CA
4/19/17 16:05,New York,NY
4/19/17 16:37,Atlanta,GA
4/19/17 17:02,Grand Rapids,Michigan
4/19/17 17:16,Billings,MT
4/19/17 17:27,Fresno,CA
4/19/17 17:32,Atlanta,GA
4/19/17 18:28,Washington,DC
4/19/17 18:30,Albany,NY
4/19/17 18:30,Washington,DC
4/19/17 19:51,San Francisco,CA
4/20/17 5:56,Phoenix,AZ
4/20/17 6:05,Washington,D.C.
4/20/17 7:18,Austin,TX
4/20/17 7:38,Decatur,GA
4/20/17 8:01,New York,NY
4/20/17 8:11,New York,NY
4/20/17 8:11,San Francisco,CA
4/20/17 8:43,Tulsa,OK
4/20/17 10:05,New York,NY
4/20/17 10:26,Philadelphia,PA
4/20/17 10:26,Mount Clemens,MI
4/20/17 10:49,New York,NY
4/20/17 10:50,Washington,DC
4/20/17 10:59,Baltimore,MD
4/20/17 12:18,Torrance,CA
4/20/17 13:26,Washington,DC
4/20/17 13:48,Washington,DC
4/20/17 14:11,Austin,TX
4/20/17 14:16,West Palm Beach,FL
4/20/17 14:22,Novato,CA
4/20/17 14:42,West Palm Beach,FL
4/20/17 14:55,Palm Beach,FL
4/20/17 15:18,New York,NY
4/20/17 15:19,Washington,DC
4/20/17 15:52,Atlanta,GA
4/20/17 16:15,Columbus,OH
4/20/17 17:38,New York,NY
4/20/17 19:15,Washington,DC
4/20/17 20:05,Washington,DC
4/20/17 20:35,Miami,FL
4/20/17 21:26,West Palm Beach,FL
4/21/17 1:03,Miami,FL
4/21/17 1:03,Tallahassee,FL
4/21/17 4:28,Salisbury,MD
4/21/17 6:01,Washington,District of Columbia
4/21/17 7:22,Washington,DC
4/21/17 8:56,Pensacola,FL
4/21/17 9:28,New York,New York
4/21/17 9:50,Bangor,Maine
4/21/17 9:51,San Diego,CA
4/21/17 10:03,West Palm Beach,FL
4/21/17 10:57,Atlanta,GA
4/21/17 11:14,Tupelo,MS
4/21/17 11:20,New York,NY
4/21/17 11:22,Washington,DC
4/21/17 11:27,Emeryville,CA
4/21/17 12:49,New York,New York
4/21/17 13:19,Hackensack,NJ
4/21/17 14:33,Washington,DC
4/21/17 14:53,San Ramon,CA
4/22/17 6:30,Laredo,TX
4/22/17 6:48,New York,NY
4/22/17 8:33,Washington,DC
4/22/17 8:33,Springdale,UT
4/22/17 10:15,New Orleans,LA
4/22/17 23:56,Beaumont,CA
4/23/17 5:00,New York,NY
4/23/17 12:18,Washington,DC
4/23/17 12:30,Butte,MT
4/23/17 12:30,Atlanta,GA
4/24/17 10:15,Albany,NY
4/24/17 17:11,Bozeman,MT
4/24/17 17:11,Chattanooga,Tennessee
4/24/17 18:07,Junction City,OR
4/24/17 19:15,Hartford,CT
4/24/17 20:33,San Jose,CA
4/24/17 23:11,Los Angeles,CA
4/25/17 3:18,Belleville,IL
4/25/17 3:30,Lynchburg,VA
4/25/17 7:10,Denver,CO
4/25/17 9:18,Charleston,WV
4/25/17 18:18,New York,NY
4/25/17 20:56,New York,NY
4/26/17 0:52,Glendale,CA
4/26/17 1:03,Chino,CA
4/26/17 5:15,Jackson,MI
4/26/17 6:03,Ann Arbor,MI
4/26/17 7:03,Cleveland,OH
4/26/17 7:26,Phoenix,AZ
4/26/17 7:26,Russellville,AR
4/26/17 8:56,Fort Myers,FL
4/26/17 21:06,Boise,ID
4/27/17 1:51,Pittsburgh,PA
4/27/17 2:11,Rosenberg,Texas
4/27/17 3:52,Washington,DC
4/27/17 4:48,Washington,DC
4/27/17 4:48,Rochester,MN
4/27/17 5:33,Sacramento,CA
4/27/17 5:45,Waterloo,Iowa
4/27/17 6:41,Waltham,MA
4/27/17 8:22,Phoenix,AZ
4/27/17 9:00,Nampa,ID
4/27/17 10:03,New York,NY
4/27/17 10:26,Queens,NY
4/27/17 10:37,Blackfoot,ID
4/27/17 13:13,Lewiston,ID
4/27/17 15:07,Miami,FL
4/27/17 18:07,New York,NY
4/27/17 18:57,Los Angeles,CA
4/27/17 22:37,Elkins,WV
4/27/17 23:11,Oakland,CA
4/28/17 0:52,Washington,DC
4/28/17 2:11,Bayside,New York
4/28/17 6:52,Austin,TX
4/28/17 8:22,Allston,MA
4/28/17 9:18,New York,NY
4/28/17 9:26,Fairfield,CA
4/28/17 11:45,Sacramento,CA
4/28/17 13:00,Orlando,FL
4/28/17 14:56,Los Angeles,CA
4/29/17 6:07,Hillsdale,MI
4/29/17 12:30,Chicago,IL
4/29/17 15:01,Fresno,CA
4/29/17 21:07,Normangee,TX
4/30/17 5:11,Spokane,WA
4/30/17 7:00,Franklin,Indiana
4/30/17 16:26,Boston,MA
4/30/17 17:00,San Jose,California
4/30/17 18:25,Peoria,Illinois
4/30/17 23:56,Philadelphia,PA
5/1/17 2:00,New York,NY
5/1/17 14:47,Fort Collins,CO
5/2/17 8:06,Richmond,California
5/2/17 8:11,Memphis,Tennessee
5/2/17 8:11,Pittsburg,KS
5/2/17 8:11,Missoula,MT
5/2/17 8:11,Cadillac,MI
5/2/17 8:11,Lafayette,LA
5/2/17 8:11,West Palm Beach,FL
5/2/17 8:20,"Florence, Myrtle Beach",South Carolina
5/2/17 8:23,Quincy,Illinois
5/2/17 8:26,Spokane,WA
5/2/17 8:29,Providence,RI
5/2/17 8:56,Washington,D.C.
5/2/17 8:58,Lafayette,LA
5/2/17 9:02,San Luis Obispo,CA
5/2/17 9:07,New York,NY
5/2/17 9:30,Salamanca,NY
5/2/17 9:52,New Haven,CT
5/2/17 9:56,Washington,DC
5/2/17 12:42,Seymour,Indiana
5/2/17 13:37,Raleigh,NC
5/2/17 13:43,Mankato,MN
5/2/17 14:00,Corpus Christi,TX
5/2/17 14:00,Corpus Christi,Texas
5/2/17 14:00,Tyler,TX
5/2/17 14:00,Dallas-Fort Worth,TX
5/2/17 15:02,Richmond,KY
5/2/17 17:22,West Chester,PA
5/2/17 19:46,San Diego,CA
5/2/17 19:48,Bethpage,NY
5/3/17 0:41,Boston,MA
5/3/17 4:48,New York,NY
5/3/17 6:23,New York,NY
5/3/17 7:24,San Ramon,CA
5/3/17 8:33,Indianapolis,IN
5/3/17 8:43,Washington,DC
5/3/17 9:11,Indianapolis,IN
5/3/17 10:48,New York,NY
5/3/17 12:07,Chatham,IL
5/3/17 12:07,Philadelphia,PA
5/3/17 12:41,Newport,RI
5/3/17 12:41,Alexandria,LA
5/3/17 12:42,Houston,TX
5/3/17 13:26,New York,NY
5/3/17 14:11,Houston,TX
5/3/17 16:26,Houston,TX
5/3/17 18:18,Riverside,CA
5/3/17 20:11,Boulder,Colorado
5/4/17 4:48,Washington,DC
5/4/17 6:52,Washington,DC
5/4/17 8:33,Bakersfield,CA
5/4/17 8:45,Houston,Texas
5/4/17 8:56,Butte,MT
5/4/17 8:56,South Bend,Indiana
5/4/17 8:56,Winchester,TN
5/4/17 9:18,Pensacola,FL
5/4/17 11:10,Milwaukee,Wisconsin
5/4/17 11:56,Thornton,IA
5/4/17 12:30,Washington,DC
5/4/17 12:52,Tullahoma,TN
5/4/17 13:26,Lihue,HI
5/4/17 14:11,Salina,KS
5/4/17 19:26,Houston,TX
5/4/17 20:11,Paducah,KY
5/5/17 2:22,Los Angeles,CA
5/5/17 8:00,Knoxville,TN
5/5/17 10:26,Washington,DC
5/5/17 11:00,San Luis Obispo,CA
5/5/17 11:00,Bayside,New York
5/5/17 11:33,Camarillo,CA
5/5/17 11:45,Cheney,WA
5/5/17 15:41,Las Vegas,NV
5/5/17 16:15,Dallas,Texas
5/6/17 5:56,San Diego,CA
5/6/17 7:02,Dallas,TX
5/6/17 22:15,Enumclaw,WA
5/7/17 18:10,Miami,FL
5/8/17 7:26,Los Angeles,CA
5/8/17 9:30,Tampa,Florida
5/9/17 2:56,Washington,DC
5/9/17 11:27,New York,NY
5/9/17 11:39,Cleveland,OH
5/9/17 14:22,New York,NY
5/9/17 15:07,Seattle,WA
5/9/17 15:24,Fresno,CA
5/9/17 15:41,Greenwich,CT
5/9/17 18:12,New York,NY
5/10/17 5:33,Chicago,IL
5/10/17 12:18,Charlottesville,VA
5/10/17 14:01,Bridgeport,CT
5/10/17 19:26,Albuquerque,NM
5/10/17 20:15,Dallas-Fort Worth,TX
5/11/17 1:26,Watertown,NY
5/11/17 2:33,Reading,PA
5/11/17 2:41,Los Angeles,CA
5/11/17 8:45,Tyler,TX
5/11/17 9:07,Los Angeles,CA
5/11/17 9:41,New York,NY
5/11/17 10:48,New York,NY
5/11/17 11:00,Dallas,TX
5/11/17 12:07,Center Moriches,NY
5/11/17 13:00,Colorado Springs,CO
5/11/17 13:15,Oakland,CA
5/11/17 13:57,Torrance,CA
5/11/17 14:45,Chicago,Illinois
5/11/17 17:22,Philadelphia,PA
5/11/17 17:33,Ridgway,PA
5/11/17 17:33,New York,NY
5/12/17 0:41,Rochester,MN
5/12/17 5:09,Charlottesville,VA
5/12/17 10:03,Long Beach,CA
5/12/17 11:26,Allentown,PA
5/12/17 11:56,Butler,PA
5/12/17 12:29,boston,ma
5/12/17 12:30,Orlando,FL
5/12/17 15:07,Los Angeles,CA
5/13/17 4:26,Newton,MA
5/14/17 0:01,Spokane,WA
5/14/17 3:30,San Buenaventura,CA
5/14/17 4:03,Port Angeles,WA
5/14/17 5:11,Washington,DC
5/14/17 12:52,Twin Falls,ID
5/14/17 17:24,Boise,ID
5/15/17 0:52,Red Bluff,CA
5/15/17 0:52,San Luis Obispo,CA
5/15/17 0:52,Rockford,IL
5/15/17 0:52,Salisbury,MD
5/15/17 1:02,Corpus Christi,TX
5/15/17 1:03,Madison,WI
5/15/17 1:03,Orlando,FL
5/15/17 1:03,Lexington,KY
5/15/17 1:03,Cadillac,MI
5/15/17 1:03,Quincy,Illinois
5/15/17 3:52,los angeles,"Venice Beach, CA 90291"
5/15/17 4:37,New York,NY
5/15/17 4:53,Mobile,AL
5/15/17 5:40,Jackson,MS
5/15/17 7:26,Phoenix,AZ
5/15/17 9:18,Mobile,Alabama
5/15/17 9:52,Salt Lake City,UT
5/15/17 10:02,Washington,DC
5/15/17 11:22,Albany,New York
5/15/17 11:30,Doral,Florida
5/15/17 11:30,Albany,New York
5/15/17 12:10,Biloxi,MS
5/15/17 12:22,San Francisco,CA
5/15/17 12:34,Biloxi,MS
5/15/17 12:52,Decatur,IL
5/15/17 12:52,Lexington,KY
5/15/17 12:52,San Luis Obispo,CA
5/15/17 12:52,Lafayette,LA
5/15/17 12:52,Spokane,WA
5/15/17 12:52,Lansing,MI
5/15/17 12:52,Madison,WI
5/15/17 12:57,Houston,Texas
5/15/17 13:04,Rockford,IL
5/15/17 13:07,San Luis Obispo,CA
5/15/17 13:09,Rochester,MN
5/15/17 13:11,Pittsburg,KS
5/15/17 13:13,Pittsburg,KS
5/15/17 13:15,Washington,DC
5/15/17 13:24,Birmingham,AL
5/15/17 13:31,San Ramon,CA
5/15/17 13:48,Keller,TX
5/15/17 14:11,Great Falls,MT
5/15/17 14:25,La Crosse,Wisconsin
5/15/17 14:26,Youngstown,OH
5/15/17 14:26,Providence,RI
5/15/17 14:26,Colorado Springs,Colorado
5/15/17 14:26,Madison,WI
5/15/17 14:28,West Palm Beach,FL
5/15/17 14:30,Tucson,AZ
5/15/17 14:36,San Luis Obispo,CA
5/15/17 14:56,New Bern,NC
5/15/17 15:18,Louisville,KY
5/15/17 15:18,Butte,MT
5/15/17 15:18,Billings,MT
5/15/17 15:30,Savannah,GA
5/15/17 15:30,Miami,FL
5/15/17 16:28,Sacramento,CA
5/15/17 17:11,San Luis Obispo,CA
5/15/17 17:33,New York,NY
5/15/17 19:26,New York,NY
5/15/17 20:22,Biloxi,MS
5/15/17 20:33,New York,NY
5/16/17 9:30,Indianapolis,IN
5/16/17 9:52,Chicago,IL
5/16/17 10:11,Boulder,CO
5/16/17 11:11,New York,NY
5/16/17 11:22,Montgomery,AL
5/16/17 11:22,Los Angeles,CA
5/16/17 11:56,Troy,New York
5/16/17 12:32,Northwood,NH
5/16/17 13:26,New York,NY
5/16/17 13:37,Los Angeles,CA
5/16/17 14:59,Albany,NY
5/16/17 15:07,New York,New York
5/16/17 15:18,Albany,NY
5/16/17 15:41,Peoria,IL
5/16/17 17:11,Birmingham,AL
5/16/17 17:20,Albany,New York
5/16/17 20:56,Huntington,WV
5/16/17 21:07,Hillsdale,MI
5/17/17 2:00,San Ramon,CA
5/17/17 4:48,Towson,MD
5/17/17 5:00,New York,NY
5/17/17 5:45,New York,NY
5/17/17 6:07,Stevens Point,WI
5/17/17 6:17,Troy,New York
5/17/17 6:52,Chicago,IL
5/17/17 6:52,New York,NY
5/17/17 8:05,Chesterfield,VA
5/17/17 9:57,Norfolk,VA
5/17/17 10:03,Arlington,Virginia
5/17/17 10:15,New York,NY
5/17/17 10:26,Dayton,OH
5/17/17 10:26,Montgomery,AL
5/17/17 11:12,Albany,NY
5/17/17 13:09,Fresno,CA
5/17/17 14:00,Hempstead,New York
5/17/17 14:39,Pittsburgh,PA
5/17/17 14:57,Plattsburgh,NY
5/17/17 19:03,Aberdeen,WA
5/17/17 20:00,Los Angeles,CA
5/17/17 21:59,Santa Ana,CA
5/18/17 4:03,Bonner Springs,KS
5/18/17 4:15,Baltimore,MD
5/18/17 4:48,Baltimore,MD
5/18/17 6:40,San Francisco,CA
5/18/17 6:41,Little Elm,TX
5/18/17 11:00,Merced,CA
5/18/17 11:00,San Luis Obispo,CA
5/18/17 11:00,Arlington Heights,IL
5/18/17 11:04,San Luis Obispo,CA
5/18/17 11:07,Merced,CA
5/18/17 11:07,Reno,NV
5/18/17 11:10,Washington,DC
5/18/17 11:55,San Francisco,CA
5/18/17 11:57,San Jose,CA
5/18/17 12:30,San Francisco,CA
5/18/17 13:15,Los Angeles,CA
5/18/17 13:36,Los Angeles,CA
5/18/17 13:53,Washington,DC
5/18/17 14:49,San Francisco,CA
5/18/17 15:07,Fresno,CA
5/18/17 16:13,Oakland,CA
5/18/17 16:29,San Ramon,CA
5/18/17 17:45,San Francisco,CA
5/18/17 17:52,San Francisco,CA
5/18/17 17:56,New York,NY
5/18/17 18:41,Springfield,MO
5/18/17 20:00,Greenfield,MA
5/19/17 2:56,Dearbom,MI
5/19/17 5:00,Emeryville,CA
5/19/17 5:33,Waltham,MA
5/19/17 6:18,Johns Creek,GA
5/19/17 7:41,Santa Ana,CA
5/19/17 8:07,San Leandro,CA
5/19/17 9:18,Danville,CA
5/19/17 9:41,New York,NY
5/19/17 10:15,Chicago,IL
5/19/17 10:37,New York,NY
5/19/17 10:48,Redmond,Washington
5/19/17 11:56,Washington,DC
5/19/17 12:46,New York,NY
5/19/17 13:26,Flint,Michigan
5/19/17 14:07,Beaumont,Texas
5/19/17 14:56,Albany,NY
5/19/17 16:15,Charlotte,North Carolina
5/19/17 18:52,New York,NY
5/19/17 21:47,Lincoln,Nebraska
5/21/17 7:28,Baltimore,MD
5/21/17 7:50,Washington,DC
5/21/17 8:03,Washington,DC
5/21/17 11:56,New York,NY
5/21/17 13:46,New York,NY
5/21/17 14:51,Washington,DC
5/21/17 16:01,Washington,DC
5/21/17 16:10,Washington,DC
5/21/17 16:27,Rochester,NY
5/21/17 16:38,Salem,IL
5/21/17 17:00,Cedar Rapids,IA
5/21/17 17:00,Lansing,MI
5/21/17 17:19,Washington,DC
5/21/17 17:27,Washington,DC
5/21/17 18:01,New York,NY
5/21/17 18:37,Adelphi,MD
5/21/17 18:45,New York City,New York
5/21/17 19:15,New York,NY
5/21/17 19:15,Chicago,IL
5/21/17 19:31,New York,NY
5/21/17 19:39,Tampa,Florida
5/21/17 19:59,Annapolis,Maryland
5/21/17 20:00,Columbia,SC
5/21/17 22:04,New York,NY
5/21/17 22:09,New York,NY
5/21/17 22:21,New York,NY
5/21/17 23:20,New York,NY
5/22/17 0:12,Washington,DC
5/22/17 0:17,Washington,DC
5/22/17 0:18,Atlanta,GA
5/22/17 0:18,Atlanta,GA
5/22/17 0:21,Washington,DC
5/22/17 0:31,Oklahoma City,OK
5/22/17 0:40,South Bend,Indiana
5/22/17 3:18,Harrisburg,PA
5/22/17 3:34,Detroit,MI
5/22/17 4:04,Baltimore,MD
5/22/17 4:10,San Ramon,CA
5/22/17 4:15,San Diego,CA
5/22/17 4:16,New York,NY
5/22/17 4:37,Richmond,VA
5/22/17 4:37,Toledo,OH
5/22/17 4:47,Norfolk,VA
5/22/17 4:49,Los Angeles,CA
5/22/17 4:50,Atlanta,GA
5/22/17 4:52,Altadena,California
5/22/17 5:01,Washington,D.C.
5/22/17 5:11,New York,NY
5/22/17 6:01,New York,NY
5/22/17 6:41,New York,NY
5/22/17 6:50,Montgomery,AL
5/22/17 7:41,Brooklyn,New York
5/22/17 7:52,Chicago,IL
5/22/17 8:04,Philadelphia,PA
5/22/17 8:07,New York,NY
5/22/17 8:20,New York,NY
5/22/17 8:32,New York City,NY
5/22/17 8:36,St. Louis,MO
5/22/17 8:38,New York,New York
5/22/17 8:45,Elizabeth,New Jersey
5/22/17 8:49,Baltimore,MD
5/22/17 8:56,Dulles,VA
5/22/17 9:07,New York,NY
5/22/17 9:08,Washington,DC
5/22/17 9:18,Brooklyn,New York
5/22/17 9:31,San Diego,CA
5/22/17 9:41,Stillwater,OK
5/22/17 9:41,San Diego,CA
5/22/17 9:52,Dekalb,IL
5/22/17 10:01,Washington,DC
5/22/17 10:03,Framingham,MA
5/22/17 10:03,West Palm Beach,FL
5/22/17 10:25,New York,NY
5/22/17 10:26,Buffalo,NY
5/22/17 10:26,Phoenix,AZ
5/22/17 10:37,New York,NY
5/22/17 10:37,Baltimore,MD
5/22/17 10:48,Stevens Point,WI
5/22/17 11:07,Berkeley,CA
5/22/17 11:07,Annapolis,Maryland
5/22/17 11:11,San Diego,CA
5/22/17 11:33,Washington,DC
5/22/17 11:34,New York,NY
5/22/17 12:02,Atlanta,Georgia
5/22/17 12:07,Houston,TX
5/22/17 12:18,Wilmington,NC
5/22/17 12:21,Washington,DC
5/22/17 12:56,New York,NY
5/22/17 13:03,Pensacola,FL
5/22/17 13:14,Salt Lake City,UT
5/22/17 14:11,Baltimore,Maryland
5/22/17 14:33,New York,NY
5/22/17 14:41,Washington,DC
5/22/17 14:56,Winter Park,FL
5/22/17 15:09,New York,NY
5/22/17 15:30,New York,NY
5/22/17 15:45,New York,NY
5/22/17 15:52,Albany,NY
5/22/17 15:56,Washington,DC
5/22/17 18:18,Chattanooga,TN
5/22/17 19:03,Chicago,IL
5/22/17 19:48,Washington,DC
5/22/17 20:15,Baltimore,MD
5/22/17 22:32,Los Angeles,CA
5/23/17 1:15,San Antonio,TX
5/23/17 1:15,Washington,DC
5/23/17 2:00,Indianapolis,IN
5/23/17 2:18,Annapolis,Maryland
5/23/17 3:23,Columbus,OH
5/23/17 5:11,new york,ny
5/23/17 6:06,New York,NY
5/23/17 6:09,Salisbury,MD
5/23/17 6:18,Bridgeport,CT
5/23/17 7:09,New York,NY
5/23/17 7:12,Denver,CO
5/23/17 7:50,Washington,DC
5/23/17 8:44,Chicopee,MA
5/23/17 8:56,Baltimore,MD
5/23/17 9:12,New York,NY
5/23/17 9:28,Los Angeles,CA
5/23/17 9:47,Overland Park,KS
5/23/17 10:03,Idaho Falls,ID
5/23/17 10:49,Washington,DC
5/23/17 11:56,Kennett Square,PA
5/23/17 12:05,Chattanooga,TN
5/23/17 13:00,San Francisco,CA
5/23/17 13:48,Richmond,VA
5/23/17 15:13,Longmont,CO
5/23/17 15:41,Washington,DC
5/23/17 15:44,New York,New York
5/23/17 15:48,Baltimore,MD
5/23/17 15:56,Austin,TX
5/23/17 16:00,New York,NY
5/23/17 16:26,Metamora,IL
5/23/17 16:37,Washington,DC
5/23/17 17:44,Chicago,IL
5/23/17 18:24,New York,NY
5/23/17 20:21,Washington,DC
5/23/17 22:25,New York,New York
5/23/17 23:33,New York,NY
5/24/17 3:26,Port Angeles,WA
5/24/17 5:11,Tampa,Florida
5/24/17 5:56,San Francisco,California
5/24/17 7:51,Cincinnati,OH
5/24/17 8:36,Cincinnatti,OH
5/24/17 9:15,New York,NY
5/24/17 9:30,Baltimore,MD
5/24/17 9:34,New York,New York
5/24/17 9:39,Los Angeles,CA
5/24/17 11:41,Cincinnati,OH
5/24/17 11:50,San Ramon,CA
5/24/17 12:00,Cincinnati,OH
5/24/17 13:10,New York,NY
5/24/17 13:52,Washington,DC
5/24/17 14:10,Washington,DC
5/24/17 14:29,Annapolis,Maryland
5/24/17 16:02,Boise,ID
5/24/17 17:39,Washington,DC
5/24/17 17:45,Washington,DC
5/24/17 19:02,Baltimore,MD
5/24/17 19:51,Annapolis,Maryland
5/24/17 20:40,Baltimore,MD
5/24/17 21:41,New York,NY
5/24/17 21:42,Bayside,New York
5/24/17 22:15,Independence,OH
5/24/17 23:27,Washington,DC
5/25/17 0:05,Washington,DC
5/25/17 3:29,Baltimore,MD
5/25/17 4:13,Pasadena,CA
5/25/17 4:57,New York City,New York
5/25/17 5:10,Washington,DC
5/25/17 7:08,Alexandria,Virginia
5/25/17 7:15,Washington,DC
5/25/17 7:48,Washington,DC
5/25/17 7:48,Baltimore,MD
5/25/17 8:07,New York,New York
5/25/17 8:33,Richmond,California
5/25/17 9:15,New York,NY
5/25/17 9:18,New York,NY
5/25/17 11:03,Washington,DC
5/25/17 12:18,New York,NY
5/25/17 12:18,New York,New York
5/25/17 13:12,Trenton,NJ
5/25/17 13:26,Durham,NC
5/25/17 14:24,Palm Coast,Florida
5/25/17 14:27,New York,NY
5/25/17 14:30,Atlanta,GA
5/25/17 14:33,Phoenix,AZ
5/25/17 17:38,Hillsdale,MI
5/25/17 18:52,Denver,CO
5/25/17 19:02,San Diego,CA
5/25/17 20:11,Los Angeles,CA
5/25/17 21:01,Adelphi,MD
5/25/17 22:58,Tallahassee,FL
5/26/17 3:05,Washington,DC
