Date,City,State
5/26/17 3:41,Orlando,FL
5/26/17 6:07,New York,NY
5/26/17 6:49,Canton,IL
5/26/17 8:45,New York,NY
5/26/17 9:30,New York,NY
5/26/17 9:31,Hackensack,NJ
5/26/17 9:46,New York,NY
5/26/17 10:48,Philadelphia,PA
5/26/17 10:49,Emeryville,CA
5/26/17 11:27,Chicago,IL
5/26/17 11:33,New York,NY
5/26/17 11:43,Brooklyn,NY
5/26/17 13:26,Washington,DC
5/26/17 13:48,Washington,DC
5/26/17 15:01,Novato,CA
5/26/17 15:51,Brooklyn,NY
5/26/17 16:56,Los Angeles,CA
5/26/17 17:00,New Orleans,LA
5/26/17 18:22,Portland,OR
5/26/17 18:27,Portland,OR
5/26/17 19:27,Miami,FL
5/26/17 20:00,Los Angeles,CA
5/26/17 20:23,New York City,New York
5/26/17 20:24,Atlanta,GA
5/26/17 21:22,Jacksonville,FL
5/26/17 22:09,New York,NY
5/26/17 22:10,New York,NY
5/26/17 22:51,Denver,CO
5/26/17 23:45,New York,NY
5/27/17 0:12,Redmond,WA
5/27/17 3:51,San Ramon,CA
5/27/17 5:00,New York,NY
5/27/17 5:30,Portland,OR
5/27/17 5:38,Portland,OR
5/27/17 6:04,Chicago,IL
5/27/17 6:12,New York,NY
5/27/17 7:17,New York,NY
5/27/17 9:06,Washington,DC
5/27/17 9:18,Seattle,WA
5/27/17 9:22,Phoenix,AZ
5/27/17 10:45,New York,NY
5/27/17 11:11,Lexington Park,MD
5/27/17 11:39,Washington,DC
5/27/17 13:32,Portland,OR
5/27/17 14:09,Tampa,Florida
5/27/17 14:45,Portland,OR
5/27/17 14:48,Portland,Oregon
5/27/17 15:36,New York,NY
5/27/17 15:41,New York,New York
5/27/17 17:22,Portland,OR
5/27/17 18:28,Washington,DC
5/27/17 18:30,Washington,DC
5/27/17 18:30,Bend,OR
5/27/17 18:31,Portland,Oregon
5/27/17 18:41,Washington,DC
5/27/17 18:42,St. Louis,MO
5/27/17 18:52,St. Louis,MO
5/27/17 19:23,Pocatello,ID
5/27/17 20:07,Phoenix,AZ
5/27/17 20:11,Portland,OR
5/27/17 20:43,New York,New York
5/27/17 21:08,Portland,OR
5/27/17 21:38,Richmond,VA
5/28/17 5:23,Washington,D.C.
5/28/17 5:56,New York,NY
5/28/17 6:07,Venice Beach,CA
5/28/17 7:01,New York,NY
5/28/17 8:05,Portland,OR
5/28/17 8:11,New York,NY
5/28/17 8:13,New York,NY
5/28/17 8:36,Tampa,Florida
5/28/17 8:45,Park Forest,IL
5/28/17 9:07,West Palm Beach,FL
5/28/17 9:35,Framingham,MA
5/28/17 9:52,Portland,OR
5/28/17 10:37,New York,NY
5/28/17 10:48,Boston,MA
5/28/17 13:00,Phoenix,AZ
5/28/17 13:15,El Cajon,CA
5/28/17 15:25,New York,NY
5/28/17 16:54,Annapolis,Maryland
5/28/17 17:35,Los Angeles,CA
5/28/17 18:28,Los Angeles,CA
5/28/17 19:07,New York,NY
5/28/17 19:08,Oak Park,CA
5/28/17 21:29,New York,NY
5/28/17 21:52,Long Beach,CA
5/28/17 22:38,Oak Park,MI
5/28/17 22:45,Alexandria,VA
5/28/17 23:07,Portland,Oregon
5/29/17 0:45,San Ramon,CA
5/29/17 1:31,San Ramon,CA
5/29/17 6:07,New York,NY
5/29/17 6:49,Houston,TX
5/29/17 7:52,New York,NY
5/29/17 8:54,New York,NY
5/29/17 9:52,New York,NY
5/29/17 10:16,Spokane,WA
5/29/17 10:16,Hartford,CT
5/29/17 10:23,New York,NY
5/29/17 12:09,San Ramon,CA
5/29/17 12:30,New York,NY
5/29/17 15:07,New York,NY
5/29/17 18:12,Washington,DC
5/29/17 18:18,El Paso,TX
5/29/17 19:37,Washington,DC
5/29/17 20:11,Nashville,TN
5/29/17 21:23,Portland,Oregon
5/30/17 0:23,San Antonio,TX
5/30/17 0:52,San Ramon,CA
5/30/17 1:13,San Ramon,CA
5/30/17 3:52,Detroit,MI
5/30/17 5:47,Hartford,CT
5/30/17 6:07,Johns Creek,GA
5/30/17 6:19,San Francisco,CA
5/30/17 6:21,San Diego,CA
5/30/17 6:35,New York,NY
5/30/17 7:36,New York,NY
5/30/17 7:52,Arlington,Virginia
5/30/17 8:03,Los Angeles,CA
5/30/17 8:05,New York,NY
5/30/17 8:33,Philadelphia,PA
5/30/17 8:37,Los Angeles,CA
5/30/17 8:56,New York City,NY
5/30/17 9:08,San Leandro,CA
5/30/17 9:30,Santa Rosa,CA
5/30/17 10:00,Washington,DC
5/30/17 10:15,Chicago,IL
5/30/17 10:22,New York,NY
5/30/17 10:28,Chicago,IL
5/30/17 10:33,Brooklyn,New York
5/30/17 11:00,Portland,OR
5/30/17 11:22,New York,NY
5/30/17 12:14,San Francisco,CA
5/30/17 12:28,Santa Rosa,CA
5/30/17 14:04,Springfield,MO
5/30/17 14:21,New York,NY
5/30/17 14:33,San Diego,CA
5/30/17 14:39,Houston,TX
5/30/17 14:51,SALT LAKE CITY,UT
5/30/17 14:56,Los Angeles,CA
5/30/17 15:30,Salem,OR
5/30/17 15:52,Berkeley,CA
5/30/17 15:52,"Chico, Redding",CA
5/30/17 16:01,New York,NY
5/30/17 16:32,Washington,DC
5/30/17 16:37,Washington,DC
5/30/17 16:48,Sandusky,OH
5/30/17 17:04,New York,NY
5/30/17 17:45,Washington,DC
5/30/17 18:04,santa fe,NM
5/30/17 18:55,New York,NY
5/30/17 18:58,Richmond,VA
5/30/17 19:35,New York,NY
5/30/17 19:48,New York,NY
5/30/17 20:11,Baltimore,MD
5/31/17 1:00,New York,NY
5/31/17 1:34,San Ramon,CA
5/31/17 1:58,Washington,DC
5/31/17 3:01,Los Angeles,CA
5/31/17 4:48,Baltimore,MD
5/31/17 5:33,Washington,DC
5/31/17 5:57,Atlanta,GA
5/31/17 6:41,Chicago,IL
5/31/17 6:49,New York,NY
5/31/17 6:57,New York,New York
5/31/17 8:39,New York,NY
5/31/17 8:46,Glendale,CA
5/31/17 8:56,Portland,OR
5/31/17 9:07,Berkeley,CA
5/31/17 9:08,Cleveland,Ohio
5/31/17 9:15,New York,NY
5/31/17 9:17,Cincinnati,OH
5/31/17 9:19,New York,NY
5/31/17 9:20,Boston Heights,OH
5/31/17 9:21,New York and Los Angeles,New York and California
5/31/17 9:26,New York,NY
5/31/17 9:30,Nashville,Tennessee
5/31/17 9:32,Dulles,VA
5/31/17 9:33,Dayton,OH
5/31/17 9:38,Akron,OH
5/31/17 9:41,New York,New York
5/31/17 9:41,Los Angeles,CA
5/31/17 9:47,Los Angeles,CA
5/31/17 9:50,New York,NY
5/31/17 9:52,Minneapolis,MN
5/31/17 9:53,Washington,DC
5/31/17 10:02,Rantoul,IL
5/31/17 10:03,Indianapolis,IN
5/31/17 10:03,New York,NY
5/31/17 10:06,Los Angeles,CA
5/31/17 10:13,Washington,DC
5/31/17 10:15,Cleveland,OH
5/31/17 10:15,New York,NY
5/31/17 10:26,Portland,OR
5/31/17 10:28,New York,NY
5/31/17 10:38,Palm Beach,FL
5/31/17 10:54,Laredo,TX
5/31/17 10:58,New York,NY
5/31/17 11:02,New York,NY
5/31/17 11:03,Los Angeles,CA
5/31/17 11:33,New York,NY
5/31/17 11:51,Lighthouse Point,FL
5/31/17 11:54,Atlanta,Georgia
5/31/17 11:56,Orlando,Florida
5/31/17 12:05,New York,NY
5/31/17 12:18,New York,New York
5/31/17 12:36,Rockaway,NJ
5/31/17 12:52,Birmingham,AL
5/31/17 12:52,New York,NY
5/31/17 12:52,New York,New York
5/31/17 13:03,Dallas,TX
5/31/17 13:18,New York,NY
5/31/17 13:54,Houston,TX
5/31/17 14:02,Washington,DC
5/31/17 14:08,New York,NY
5/31/17 14:11,Cincinnati,OH
5/31/17 14:15,New York,NY
5/31/17 14:16,Glendale,CA
5/31/17 14:33,Lansing,MI
5/31/17 14:45,Cleveland,OH
5/31/17 14:48,New York,NY
5/31/17 14:56,New York and Los Angeles,New York and California
5/31/17 15:04,Columbia,MS
5/31/17 15:52,New York and Los Angeles,New York and California
5/31/17 16:15,New York,NY
5/31/17 17:38,Sacramento,CA
5/31/17 18:36,San Francisco,California
5/31/17 18:52,Altadena,California
5/31/17 19:01,Portland,ME
5/31/17 20:00,Cleveland,OH
5/31/17 20:09,Beverly Hills,CA
5/31/17 20:15,New York City,New York
5/31/17 23:54,Bloomington,IN
6/1/17 1:03,San Ramon,CA
6/1/17 6:06,Miami,FL
6/1/17 6:11,Birmingham,Alabama
6/1/17 7:27,Cleveland,OH
6/1/17 8:00,Washington,DC
6/1/17 8:12,Sioux City,IA
6/1/17 9:04,Fort Myers,FL
6/1/17 9:30,New York,NY
6/1/17 9:31,Washington,DC
6/1/17 9:37,Alexandria,VA
6/1/17 9:41,New York,NY
6/1/17 9:52,Atlanta,GA
6/1/17 9:57,Washington,DC
6/1/17 10:10,Baltimore,MD
6/1/17 10:26,Baltimore,MD
6/1/17 10:59,Baltimore,MD
6/1/17 11:00,Santa Barbara,CA
6/1/17 11:01,Baltimore,MD
6/1/17 11:01,Boston Heights,OH
6/1/17 11:45,Oakland,CA
6/1/17 11:51,San Francisco,CA
6/1/17 11:52,Berkeley,CA
6/1/17 11:53,Emeryville,CA
6/1/17 12:21,Brooklyn,New York
6/1/17 12:30,Bedford,OH
6/1/17 13:08,New York,NY
6/1/17 14:03,Washington,DC
6/1/17 14:11,New York,New York
6/1/17 14:22,New York,NY
6/1/17 14:45,Atlanta,GA
6/1/17 14:56,Chicago,IL
6/1/17 16:26,Los Angeles,CA
6/1/17 17:22,New York,NY
6/1/17 17:49,Salem,OR
6/1/17 19:26,Camarillo,CA
6/1/17 19:37,Los Angeles,CA
6/1/17 20:33,Baltimore,MD
6/1/17 21:18,Chicago,IL
6/1/17 21:59,Arcadia,CA
6/1/17 22:15,Chicago,IL
6/2/17 2:21,San Ramon,CA
6/2/17 2:45,New York,NY
6/2/17 4:23,New York,NY
6/2/17 4:34,New York,NY
6/2/17 5:30,Emeryville,CA
6/2/17 5:39,Chicago,IL
6/2/17 5:59,Woodbury,New York
6/2/17 6:41,New York,NY
6/2/17 8:00,New York,NY
6/2/17 8:47,Washington,DC
6/2/17 8:54,Eugene,OR
6/2/17 9:02,San Luis Obispo,CA
6/2/17 9:07,New York,NY
6/2/17 10:15,Portland,OR
6/2/17 11:08,Washington,DC
6/2/17 12:07,New York,New York
6/2/17 12:18,Santa Barbara,CA
6/2/17 12:18,New York,NY
6/2/17 13:03,West Covina,CA
6/2/17 13:21,Lubbock,TX
6/2/17 13:34,Bayside,New York
6/2/17 13:43,Santa Barbara,CA
6/2/17 14:02,Atlanta,GA
6/2/17 14:11,Portland,OR
6/2/17 16:03,Portland,OR
6/2/17 16:08,San Luis Obispo,CA
6/2/17 16:21,Santa Ana,CA
6/2/17 16:35,Los Angeles,CA
6/2/17 16:36,San Luis Obispo,CA
6/2/17 16:41,Los Angeles,CA
6/2/17 16:46,Washington,DC
6/2/17 17:22,Annapolis,Maryland
6/2/17 18:52,Portland,OR
6/2/17 19:33,New York,New York
6/2/17 20:10,Denver,CO
6/2/17 20:33,Seattle,WA
6/2/17 22:50,San Luis Obispo,CA
6/3/17 1:50,Cleveland,OH
6/3/17 6:52,Bellevue,WA
6/3/17 10:16,New York,NY
6/3/17 10:26,San Francisco,CA
6/3/17 11:33,Allentown,PA
6/3/17 11:57,Washington,District of Columbia
6/3/17 12:07,New York,NY
6/3/17 13:15,New York,NY
6/3/17 16:39,Renton,WA
6/3/17 21:05,Lakeland,Florida
6/3/17 23:55,Tampa,Florida
6/4/17 6:07,Fresno,CA
6/4/17 9:22,New York,NY
6/4/17 10:03,Seattle,WA
6/4/17 11:58,New York,NY
6/4/17 12:59,Nashville,Tennessee
6/4/17 17:56,Columbus,OH
6/4/17 23:34,San Ramon,CA
6/5/17 5:44,New Orleans,LA
6/5/17 7:37,Ferndale,California
6/5/17 8:22,Los Angeles,CA
6/5/17 9:23,Aurora,CO
6/5/17 10:03,Portland,OR
6/5/17 10:33,Greensboro,NC
6/5/17 11:00,New York,NY
6/5/17 11:08,Brooklyn,NY
6/5/17 11:14,Washington,DC
6/5/17 11:46,Seattle,WA
6/5/17 12:16,New York,NY
6/5/17 12:24,Columbus,Ohio
6/5/17 12:41,Bellingham,WA
6/5/17 13:49,New York,NY
6/5/17 14:49,Poughkeepsie,NY
6/5/17 15:02,New York,NY
6/5/17 15:43,Baltimore,MD
6/5/17 16:38,Columbus,OH
6/5/17 17:00,Bellingham,WA
6/5/17 17:09,Columbus,OH
6/5/17 17:44,Victoria,TX
6/5/17 17:45,San Antonio,Texas
6/5/17 17:56,Cincinnati,OH
6/5/17 18:13,Portland,ME
6/5/17 18:18,New York,NY
6/5/17 19:50,Seattle,WA
6/5/17 21:03,Portland,OR
6/6/17 0:18,Independence,OH
6/6/17 6:18,Cleveland,OH
6/6/17 6:52,Montgomery,AL
6/6/17 6:52,Westerville,OH
6/6/17 6:52,Venice Beach,CA
6/6/17 7:32,Chicago,IL
6/6/17 8:09,Pickerington,OH
6/6/17 8:40,Richmond,VA
6/6/17 9:18,Wilton Manors,Florida
6/6/17 9:52,Portland,CT
6/6/17 9:59,New York,NY
6/6/17 10:03,Dallas,TX
6/6/17 11:20,Portland,OR
6/6/17 11:33,Sacramento,CA
6/6/17 12:18,Hartford,CT
6/6/17 12:23,Oak Harbor,Washington
6/6/17 13:26,San Francisco,CA
6/6/17 13:30,Bridgeport,CT
6/6/17 13:47,New York,NY
6/6/17 13:54,Burlington,VT
6/6/17 14:22,Torrington,CT
6/6/17 14:27,Hartford,CT
6/6/17 14:38,Beverly,MA
6/6/17 14:55,Ann Arbor,mi
6/6/17 14:56,Washington,DC
6/6/17 14:58,New York,NY
6/6/17 16:48,Meriden,CT
6/6/17 22:37,San Ramon,CA
6/6/17 23:08,Los Angeles,CA
6/7/17 5:55,Santa Ana,CA
6/7/17 8:26,Seattle,WA
6/7/17 8:32,Bellingham,WA
6/7/17 8:33,Washington,DC
6/7/17 9:02,New York,NY
6/7/17 9:12,Washington,DC
6/7/17 10:46,Brooklyn,NY
6/7/17 11:46,Brooklyn,NY
6/7/17 13:37,Washington,DC
6/7/17 13:46,Staunton,VA
6/7/17 13:57,Baltimore,MD
6/7/17 14:22,Portland,Oregon
6/7/17 15:18,Baltimore,MD
6/7/17 15:18,Bellingham,WA
6/7/17 15:57,San Francisco,CA
6/7/17 16:15,Chicago,IL
6/7/17 16:40,West Palm Beach,FL
6/7/17 18:41,Detroit,MI
6/7/17 18:52,Arlington Heights,IL
6/7/17 22:28,Chicago,IL
6/7/17 23:56,San Luis Obispo,CA
6/8/17 0:16,Eugene,OR
6/8/17 3:44,Washington,DC
6/8/17 4:26,Baltimore,MD
6/8/17 8:42,New York,NY
6/8/17 9:12,Monroe Township,NJ
6/8/17 10:41,New York,NY
6/8/17 11:07,New York,NY
6/8/17 11:37,Newark,NJ
6/8/17 12:07,Washington,DC
6/8/17 12:08,Crenshaw Blvd,"Los Angeles, California"
6/8/17 12:20,Hartford,CT
6/8/17 12:41,Los Angeles,CA
6/8/17 14:02,Memphis,TN
6/8/17 14:04,New York,New York
6/8/17 14:22,Philadelphia,PA
6/8/17 14:45,Philadelphia,PA
6/8/17 15:05,Brooklyn,NY
6/8/17 15:18,Chester,PA
6/8/17 15:18,Primos,PA
6/8/17 16:07,Philadelphia,PA
6/8/17 16:26,Kennett Square,PA
6/8/17 16:32,Chicago,IL
6/8/17 17:11,Camarillo,CA
6/8/17 23:11,New York,NY
6/9/17 1:09,New York,NY
6/9/17 2:25,Los Angeles,CA
6/9/17 6:40,New York,NY
6/9/17 7:02,Pottstown,PA
6/9/17 7:03,Seattle,WA
6/9/17 7:26,New York,NY
6/9/17 9:41,Beeville,TX
6/9/17 9:41,Venice Beach,CA
6/9/17 11:00,Chicago,IL
6/9/17 11:07,Seattle,WA
6/9/17 11:11,Pittsburgh,PA
6/9/17 12:25,Chico,CA
6/9/17 13:03,Aspen,CO
6/9/17 13:15,Los Angeles,CA
6/9/17 13:20,Glendale,CA
6/9/17 13:37,Wichita,KS
6/9/17 13:43,Kansas City,MO
6/9/17 13:55,Kansas City,MO
6/9/17 14:00,Kansas City,Missouri
6/9/17 14:08,Kansas City,MO
6/9/17 14:11,Wichita,Kansas
6/9/17 14:15,Kansas City,MO
6/9/17 14:18,New York,NY
6/9/17 14:18,New York,NY
6/9/17 14:22,Washington,DC
6/9/17 14:24,Springfield,MO
6/9/17 14:33,Washington,DC
6/9/17 14:34,Madison,WI
6/9/17 14:40,Topeka,KS
6/9/17 14:41,Chicago,IL
6/9/17 14:48,New York,NY
6/9/17 14:56,Brooklyn,New York
6/9/17 14:58,Atlanta,GA
6/9/17 15:00,New York,NY
6/9/17 15:07,Cedar Rapids,Iowa
6/9/17 15:18,Washington,DC
6/9/17 15:48,Des Moines,IA
6/9/17 16:26,South Bend,IN
6/9/17 16:36,Los Angeles,CA
6/9/17 16:48,Los Angeles,CA
6/9/17 17:00,New York City,NY
6/9/17 17:23,Los Angeles,CA
6/9/17 17:45,Buffalo,NY
6/9/17 18:18,New York,NY
6/9/17 18:18,New York,NY
6/9/17 18:39,Kansas City,MO
6/9/17 18:57,Portland,Oregon
6/9/17 20:47,Greenville,SC
6/9/17 21:09,Kansas City,MO
6/9/17 21:45,New York,NY
6/9/17 22:29,Columbia,MS
6/10/17 1:42,Atlanta,GA
6/10/17 2:56,Baltimore,MD
6/10/17 3:00,New York,NY
6/10/17 5:02,Columbia,MS
6/10/17 5:50,Spartanburg,SC
6/10/17 6:07,New York,NY
6/10/17 6:18,Pasco,WA
6/10/17 7:26,New York,NY
6/10/17 7:48,New York,NY
6/10/17 8:00,New York,NY
6/10/17 8:56,Atlanta,GA
6/10/17 8:56,Indiana,PA
6/10/17 9:00,Washington,DC
6/10/17 10:26,New York,NY
6/10/17 10:26,Kansas City,MO
6/10/17 10:48,Oklahoma City,OK
6/10/17 13:01,New York,NY
6/10/17 13:03,Poughkeepsie,NY
6/10/17 13:33,West Palm Beach,FL
6/10/17 14:39,New York,NY
6/10/17 15:03,New York,New York
6/10/17 16:06,Los Angeles,CA
6/10/17 17:11,New York,NY
6/10/17 20:31,Kansas City,Missouri
6/11/17 2:07,Columbus,OH
6/11/17 8:00,Russellville,AR
6/11/17 9:03,New York,NY
6/11/17 10:56,Los Angeles,CA
6/11/17 11:56,San Francisco,CA
6/11/17 14:11,Kansas City,MO
6/11/17 18:42,Colorado Springs,CO
6/11/17 19:03,Colorado Springs,Colorado
6/11/17 20:03,New York,NY
6/11/17 21:16,New York,NY
6/11/17 22:30,Washington,DC
6/12/17 5:33,New York,NY
6/12/17 8:11,San Francisco,CA
6/12/17 8:11,Newport News,VA
6/12/17 8:22,New York,NY
6/12/17 9:18,Washington,DC
6/12/17 9:32,Colorado Springs,CO
6/12/17 9:35,New York,NY
6/12/17 9:55,New York,NY
6/12/17 10:01,New York,NY
6/12/17 10:26,New York,NY
6/12/17 10:56,St. Petersburg,FL
6/12/17 11:31,New York,New York
6/12/17 12:07,San Leandro,CA
6/12/17 12:18,Washington,DC
6/12/17 12:30,New York,NY
6/12/17 12:30,Oakland,CA
6/12/17 13:04,New York,NY
6/12/17 15:05,Tampa,Florida
6/12/17 15:30,Grabill,IN
6/12/17 15:33,San Francisco,CA
6/12/17 15:39,Asheville,NC
6/12/17 16:50,Long Beach,CA
6/12/17 17:20,New York,NY
6/12/17 17:22,Puyallup,WA
6/12/17 17:31,New York,NY
6/12/17 18:07,Long Beach,CA
6/12/17 20:00,San Francisco,CA
6/12/17 23:50,Tampa,Florida
6/13/17 3:07,Tampa,Florida
6/13/17 3:47,Tampa,Florida
6/13/17 5:01,Portland,OR
6/13/17 5:03,Towson,MD
6/13/17 5:44,New York,NY
6/13/17 6:04,New York,NY
6/13/17 8:21,Sterling Heights,MI
6/13/17 8:22,Wilton Manors,Florida
6/13/17 9:07,New York,NY
6/13/17 9:15,New York,New York
6/13/17 9:52,Washington,DC
6/13/17 10:07,New York,NY
6/13/17 10:49,Everett,WA
6/13/17 11:00,New York,NY
6/13/17 11:56,Missoula,Montana
6/13/17 13:27,New York,NY
6/13/17 13:37,Brooklyn,New York
6/13/17 15:01,New York,NY
6/13/17 15:18,Austin,TX
6/13/17 15:38,New York,NY
6/13/17 16:15,Dearbom,MI
6/13/17 16:15,Phoenix,AZ
6/13/17 18:58,Framingham,MA
6/13/17 20:00,Portland,OR
6/13/17 22:20,Hillsdale,MI
6/14/17 6:58,Saint Paul,MN
6/14/17 8:16,Dallas,TX
6/14/17 9:41,Yuma,AZ
6/14/17 11:16,New York,NY
6/14/17 11:22,New York,NY
6/14/17 13:15,New York,NY
6/14/17 13:37,Albany,New York
6/14/17 14:27,Birmingham,AL
6/14/17 15:27,Fort Wayne,IN
6/14/17 15:44,Fort Wayne,IN
6/14/17 15:52,Indianapolis,IN
6/14/17 16:01,Lima,Ohio
6/14/17 18:25,Houston,Texas
6/14/17 19:37,Mount Kisco,NY
6/14/17 20:56,Johnstown,PA
6/14/17 21:30,Key West,FL
6/15/17 6:03,St. Petersburg,Florida
6/15/17 6:52,Baltimore,MD
6/15/17 8:05,Tampa,Florida
6/15/17 8:22,Portland,Oregon
6/15/17 8:45,Johnstown,PA
6/15/17 8:56,Ashburn,VA
6/15/17 10:13,Dallas,TX
6/15/17 10:31,Syracuse,NY
6/15/17 10:58,Oswego,NY
6/15/17 11:18,Syracuse,NY
6/15/17 12:30,Grabill,IN
6/15/17 12:34,Fort Wayne,IN
6/15/17 12:40,Dulles,VA
6/15/17 13:03,Oswego,NY
6/15/17 13:10,Atlanta,GA
6/15/17 13:43,Boise,ID
6/15/17 13:46,Boise,ID
6/15/17 14:10,New York,NY
6/15/17 14:56,Los Angeles,CA
6/15/17 15:41,Oswego,NY
6/15/17 16:37,Seattle,WA
6/15/17 16:39,Los Angeles,CA
6/15/17 17:00,Washington,DC
6/15/17 17:22,Miami,FL
6/15/17 21:30,Denver,CO
6/15/17 22:03,Fort Wayne,IN
6/15/17 22:26,Riverside,CA
6/16/17 0:42,Seattle,WA
6/16/17 3:07,Holland,Michigan
6/16/17 4:00,Albany,NY
6/16/17 5:30,Emeryville,CA
6/16/17 8:00,Kingston,NY
6/16/17 8:00,Albany,New York
6/16/17 8:18,Dallas,TX
6/16/17 8:34,New York,NY
6/16/17 9:10,Schenectady,NY
6/16/17 9:17,Portland,OR
6/16/17 9:32,Washington,DC
6/16/17 10:19,Boise,ID
6/16/17 11:08,Alexandria,Virginia
6/16/17 11:23,New York,NY
6/16/17 11:35,Sacramento,CA
6/16/17 11:56,Cambridge,MA
6/16/17 12:11,West Palm Beach,FL
6/16/17 12:18,New York,NY
6/16/17 13:03,Boston,MA
6/16/17 13:06,Charleston,SC
6/16/17 13:26,Woodland,CA
6/16/17 13:32,Fort Wayne,IN
6/16/17 13:40,Tampa,Florida
6/16/17 13:44,Chicago,IL
6/16/17 13:59,Sacramento,CA
6/16/17 14:22,Syracuse,NY
6/16/17 15:23,South Bend,IN
6/16/17 17:01,Sacramento,CA
6/16/17 18:33,Seattle,WA
6/17/17 3:07,Logan,Utah
6/17/17 7:46,Ithaca,New York
6/17/17 8:44,Hillsdale,MI
6/17/17 9:00,Charleston,SC
6/17/17 10:04,Davis,CA
6/17/17 12:44,Washington,DC
6/17/17 16:48,Chicago,IL
6/17/17 17:33,San Diego,CA
6/17/17 18:01,New York,NY
6/17/17 19:49,Chicago,IL
6/17/17 21:48,Lincoln,Nebraska
6/17/17 22:41,Sacramento,CA
6/17/17 23:14,Spartanburg,SC
6/18/17 3:58,Bellevue,WA
6/18/17 6:23,Newton,MA
6/18/17 6:27,Watertown,MA
6/18/17 7:52,New York City,New York
6/18/17 7:56,Tampa,Florida
6/18/17 10:26,Washington,DC
6/18/17 10:45,Sacramento,CA
6/18/17 10:48,Tampa,Florida
6/18/17 11:00,Santa Ana,CA
6/18/17 12:42,Chicago,IL
6/18/17 12:44,Sacramento,CA
6/18/17 14:27,New York,NY
6/18/17 14:33,Chicago,IL
6/18/17 15:01,Washington,DC
6/18/17 17:34,Minneapolis,MN
6/18/17 17:40,Los Angeles,CA
6/18/17 18:43,Bronx,New York
6/18/17 22:26,San Ramon,CA
6/18/17 22:37,New York,NY
6/18/17 22:49,New York,NY
6/18/17 23:04,Albuquerque,NM
6/18/17 23:13,Pocatello,ID
6/19/17 2:12,Utica,New York
6/19/17 3:34,Chicago,IL
6/19/17 4:26,Syracuse,NY
6/19/17 4:45,Washington,DC
6/19/17 5:49,Washington,DC
6/19/17 5:56,Salisbury,MD
6/19/17 6:23,Chicago,IL
6/19/17 6:27,New York,NY
6/19/17 6:36,Montgomery,AL
6/19/17 7:05,Washington,DC
6/19/17 7:37,New York,New York
6/19/17 7:48,Washington,DC
6/19/17 7:53,Atlanta,GA
6/19/17 7:53,Montgomery,AL
6/19/17 8:10,New York,New York
6/19/17 8:12,Chicago,IL
6/19/17 8:40,Washington,DC
6/19/17 8:46,New York,NY
6/19/17 8:47,Chicago,IL
6/19/17 8:47,Portland,ME
6/19/17 8:49,Syracuse,NY
6/19/17 9:02,Washington,DC
6/19/17 9:03,New York,NY
6/19/17 9:16,New York,NY
6/19/17 9:18,Fort Wayne,IN
6/19/17 9:18,Birmingham,AL
6/19/17 9:30,Washington,DC
6/19/17 9:34,New York,NY
6/19/17 9:50,New York,NY
6/19/17 10:15,Bakersfield,CA
6/19/17 10:23,Washington,DC
6/19/17 10:37,Austin,TX
6/19/17 10:39,New York City,NY
6/19/17 10:43,New York,NY
6/19/17 11:00,New York,NY
6/19/17 11:04,Atlanta,GA
6/19/17 11:11,Houston,Texas
6/19/17 11:19,Los Angeles,CA
6/19/17 11:24,Washington,DC
6/19/17 11:39,New York,NY
6/19/17 11:42,San Diego,CA
6/19/17 11:48,Richmond,VA
6/19/17 11:57,San Francisco,CA
6/19/17 12:18,Pensacola,FL
6/19/17 12:31,Southampton,NY
6/19/17 12:31,Chicago,IL
6/19/17 12:36,Washington,DC
6/19/17 12:36,Roanoke,Virginia
6/19/17 12:52,Washington,DC
6/19/17 13:11,New York,NY
6/19/17 13:15,New York,NY
6/19/17 13:25,Washington,DC
6/19/17 13:26,Primos,PA
6/19/17 13:26,New York,NY
6/19/17 13:39,Bellingham,WA
6/19/17 13:46,Washington,DC
6/19/17 13:57,East Orange,NJ
6/19/17 14:05,New York,NY
6/19/17 14:19,Chicago,IL
6/19/17 14:26,Tampa,Florida
6/19/17 14:26,Philadelphia,PA
6/19/17 14:29,New York,NY
6/19/17 14:41,Chicago,IL
6/19/17 15:07,New York,NY
6/19/17 15:18,Oakland,CA
6/19/17 15:30,Boston,MA
6/19/17 15:30,Washington,DC
6/19/17 15:41,New York,NY
6/19/17 15:52,Salisbury,MD
6/19/17 16:11,Washington,DC
6/19/17 16:28,New York,NY
6/19/17 16:44,Minneapolis,MN
6/19/17 17:27,New York,NY
6/19/17 18:05,Buffalo,NY
6/19/17 18:26,Washington,DC
6/19/17 21:06,Los Angeles,CA
6/19/17 23:23,Jacksonville,NC
6/20/17 0:30,Stamford,CT
6/20/17 1:37,Riverhead,NY
6/20/17 5:22,New York,NY
6/20/17 5:27,Washington,DC
6/20/17 7:26,Washington,DC
6/20/17 7:26,New York,NY
6/20/17 7:40,New Bethlehem,PA
6/20/17 7:48,Charlottesville,VA
6/20/17 8:33,Passaic,NJ
6/20/17 8:33,Hamilton,MT
6/20/17 9:07,Woodland,CA
6/20/17 9:30,Brooklyn,New York
6/20/17 9:30,Passaic,NJ
6/20/17 9:53,Clay Center,KS
6/20/17 10:15,Towson,MD
6/20/17 10:15,Los Angeles,CA
6/20/17 10:26,New York,NY
6/20/17 11:45,Morganton,NC
6/20/17 12:31,Washington,DC
