,RouteId,Latitude,Longitude,Average_Temperature,Average_Wind_Speed,Average_Wind_Direction,Average_Cloud_Coverage,Average_Feels_Like_Temperature,Average_Min_Temperature,Average_Max_Temperature,Average_Pressure,Average_Humidity,Average_Main_Weather_Condition,FRC_Traffic,Current_Speed_Traffic,Free_Flow_Speed_Traffic,Current_Travel_Time_Traffic,Road_Closure_Traffic,Gas_Stations,Rest_Stops,Restaurants,Safety_Score
100,Route0,40.95942,-102.2582,3.9375,5.9312499999999995,283.875,48.5,0.10249999999999998,3.29125,3.9375,1014.5,51.0,Clouds,FRC0,129.0,129.0,315.0,False,20.0,20.0,2.0,0.0
101,Route0,40.86451,-102.65661,4.85375,2.08,182.375,99.625,3.44,4.72375,4.85375,1021.125,96.0,Rain,FRC0,128.0,128.0,363.0,False,1.0,1.0,0.0,0.0
102,Route0,40.67631,-103.11095,5.0725,3.6262499999999998,280.125,63.75,2.22625,4.89875,5.08125,1013.125,74.625,Clouds,FRC0,127.0,127.0,430.0,False,3.0,3.0,0.0,0.0
103,Route0,40.43965,-103.3177,3.0299999999999994,9.07625,269.875,88.375,-2.535,3.0299999999999994,3.5275,1010.5,55.375,Clouds,FRC2,98.0,98.0,408.0,False,0.0,0.0,0.0,0.0
104,Route0,40.29408,-103.5404,4.355,4.86625,248.25,46.875,1.5599999999999996,4.13625,4.4125,1014.375,40.5,Clouds,FRC0,126.0,126.0,178.0,False,4.0,4.0,1.0,0.0
105,Route0,40.25954,-103.87344,4.15,5.108750000000001,251.5,49.875,1.2262500000000003,3.93375,4.20125,1014.375,40.75,Clouds,FRC0,128.0,128.0,117.0,False,20.0,20.0,2.0,0.0
106,Route0,40.16506,-104.44415,4.3425,5.19875,204.5,54.25,0.8412499999999998,4.2225,4.49625,1013.625,40.875,Clouds,FRC4,69.0,69.0,25.0,False,1.0,1.0,0.0,0.0
107,Route0,40.098,-104.6088,8.716249999999999,3.8525,247.875,81.0,6.66625,8.655,8.716249999999999,1006.625,75.875,Clouds,FRC0,126.0,126.0,295.0,False,15.0,15.0,0.0,0.5
108,Route0,39.95198,-104.77636,5.0775,7.16375,269.5,93.0,0.5825,4.97375,5.29875,1005.25,82.125,Rain,FRC0,123.0,123.0,176.0,False,20.0,20.0,20.0,0.0
109,Route0,39.82425,-104.96102,5.1775,2.04625,173.0,71.75,3.62875,5.175000000000001,5.36375,1013.25,41.25,Clouds,FRC4,40.0,43.0,76.0,False,20.0,20.0,20.0,0.04
110,Route0,39.74699,-105.15136,5.37375,1.6162500000000002,210.75,57.0,4.10125,5.37375,5.7525,1012.75,47.25,Clouds,FRC2,71.0,71.0,13.0,False,20.0,20.0,20.0,0.0
111,Route0,39.69822,-105.22627,5.36875,1.6162500000000002,210.75,57.0,4.0962499999999995,5.36875,5.7525,1012.75,47.25,Clouds,FRC0,112.0,112.0,123.0,False,20.0,20.0,7.0,0.0
112,Route0,39.7033,-105.33969,2.79,2.675,272.5,47.625,0.22000000000000008,2.79,3.0175,1013.0,50.25,Clouds,FRC0,106.0,106.0,453.0,False,20.0,20.0,20.0,0.3333333333333333
113,Route0,39.74138,-105.49591,1.9012499999999999,8.145,282.25,23.625,-3.8787499999999997,1.9012499999999999,2.2024999999999997,1013.0,62.75,Clear,FRC0,74.0,105.0,204.0,False,20.0,20.0,20.0,0.0
114,Route0,39.7576,-105.65681,1.9012499999999999,8.145,282.25,23.625,-3.8787499999999997,1.9012499999999999,2.2024999999999997,1013.0,62.75,Clear,FRC0,74.0,108.0,319.0,False,20.0,20.0,6.0,0.0
115,Route0,39.70838,-105.69894,14.747499999999999,3.9475,196.75,21.25,13.16875,13.76125,14.747499999999999,1018.0,35.75,Clear,FRC0,34.0,109.0,737.0,False,20.0,20.0,12.0,0.5
116,Route0,39.69283,-105.8164,1.9012499999999999,8.145,282.25,23.625,-3.8787499999999997,1.9012499999999999,2.2024999999999997,1013.0,62.75,Clear,FRC0,38.0,103.0,1693.0,False,4.0,4.0,0.0,0.0
117,Route0,39.65086,-106.01731,16.81,4.14625,254.875,86.125,16.111250000000002,16.4775,16.814999999999998,1011.875,59.875,Clouds,FRC4,50.0,66.0,453.0,False,18.0,18.0,0.0,0.0
118,Route0,39.55068,-106.13678,12.540000000000001,3.35375,169.0,0.25,10.790000000000001,11.413750000000002,12.540000000000001,1017.125,37.375,Clear,FRC0,77.0,106.0,146.0,False,5.0,5.0,0.0,0.0
